img/umj/0/umj-0001.png,1200,1520,0.789474
img/umj/0/umj-0002.png,1200,2148,0.558659
img/umj/0/umj-0003.png,1200,1200,1
img/umj/0/umj-0004.png,1200,1741,0.689259
img/umj/0/umj-0005.png,1200,2116,0.567108
img/umj/0/umj-0006.png,1200,1709,0.702165
img/umj/0/umj-0007.png,1200,1688,0.7109
img/umj/0/umj-0008.png,1200,1677,0.715564
img/umj/0/umj-0009.png,1200,643,1.86625
img/umj/0/umj-0010.png,1200,1324,0.906344
img/umj/0/umj-0011.png,1200,1108,1.08303
img/umj/0/umj-0012.png,1200,1682,0.713436
img/umj/0/umj-0013.png,1200,1686,0.711744
img/umj/0/umj-0014.png,1200,1689,0.71048
img/umj/0/umj-0015.png,1200,1697,0.70713
img/umj/0/umj-0016.png,1200,1695,0.707965
img/umj/0/umj-0017.png,1200,1701,0.705467
img/umj/0/umj-0018.png,1200,1662,0.722022
img/umj/0/umj-0019.png,1200,1695,0.707965
img/umj/0/umj-0020.png,1200,1682,0.713436
img/umj/0/umj-0021.png,1200,1704,0.704225
img/umj/0/umj-0022.png,1200,1667,0.719856
img/umj/0/umj-0023.png,1200,1691,0.709639
img/umj/0/umj-0024.png,1200,1689,0.71048
img/umj/0/umj-0025.png,1200,1697,0.70713
img/umj/0/umj-0026.png,1200,1686,0.711744
img/umj/0/umj-0027.png,1200,1692,0.70922
img/umj/0/umj-0028.png,1200,1756,0.683371
img/umj/0/umj-0029.png,1200,1700,0.705882
img/umj/0/umj-0030.png,1200,1713,0.700525
img/umj/0/umj-0031.png,1200,1676,0.71599
img/umj/0/umj-0032.png,1200,1693,0.708801
img/umj/0/umj-0033.png,1200,1371,0.875274
img/umj/0/umj-0034.png,1200,1578,0.760456
img/umj/0/umj-0035.png,1200,1724,0.696056
img/umj/0/umj-0036.png,1200,1751,0.685323
img/umj/0/umj-0037.png,1200,1733,0.692441
img/umj/0/umj-0038.png,1200,1737,0.690846
img/umj/0/umj-0039.png,1200,1737,0.690846
img/umj/0/umj-0040.png,1200,1730,0.693642
img/umj/0/umj-0041.png,1200,1731,0.693241
img/umj/0/umj-0042.png,1200,1729,0.694043
img/umj/0/umj-0043.png,1200,1732,0.692841
img/umj/0/umj-0044.png,1200,1733,0.692441
img/umj/0/umj-0045.png,1200,1722,0.696864
img/umj/0/umj-0046.png,1200,1730,0.693642
img/umj/0/umj-0047.png,1200,1716,0.699301
img/umj/0/umj-0048.png,1200,1732,0.692841
img/umj/0/umj-0049.png,1200,1740,0.689655
img/umj/0/umj-0050.png,1200,1730,0.693642
img/umj/0/umj-0051.png,1200,1730,0.693642
img/umj/0/umj-0052.png,1200,1736,0.691244
img/umj/0/umj-0053.png,1200,1736,0.691244
img/umj/0/umj-0054.png,1200,1736,0.691244
img/umj/0/umj-0055.png,1200,1676,0.71599
img/umj/0/umj-0056.png,1200,701,1.71184
img/umj/0/umj-0057.png,1200,1545,0.776699
